# CVS $Revision: $ $Author: $ -- Wed Mar 20 16:10:53 2013 -- reformated by prettylst.pl v1.39 (build 15052)
SOURCELONG:classless	SOURCESHORT:cles
#Original Entry: Andrew Maitland

# CVS $Revision: $ $Author: $ -- Mon Aug 25 14:14:53 2008 -- reformated by prettylst.pl v1.38 (build 7302)
### MAIN SRD SPELLS - REVISED TO MY STANDARDS
###Block: AB
SOURCELONG:Is This It	SOURCESHORT:Is This It	SOURCEDATE:2007-03
Leomund's Secure Shelter.MOD	CLASSES:Sorcery,Wizardry,Wizardry ~ Basic=4		PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Leomund's Secret Chest.MOD	CLASSES:Sorcery,Wizardry=5					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Leomund's Tiny Hut.MOD		CLASSES:Sorcery,Wizardry,Wizardry ~ Basic=3		PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Leomund's Trap.MOD		CLASSES:Sorcery,Wizardry=2					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Levitate.MOD			CLASSES:Sorcery,Wizardry=2					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Light.MOD				CLASSES:Canonry,Sorcery,Wicca ~ Advanced,Wizardry=0	PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Canonry,Advanced Wicca]
Lightning Bolt.MOD		CLASSES:Sorcery,Wizardry=3					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Limited Wish.MOD			CLASSES:Sorcery,Wizardry=7					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Liveoak.MOD				CLASSES:Wicca ~ Advanced=6					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wicca]
Locate Creature.MOD		CLASSES:Sorcery,Wizardry,Wizardry ~ Basic=4		PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Locate Object.MOD			CLASSES:Sorcery,Wizardry,Wizardry ~ Basic=2|Canonry=3	PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Canonry]
Longstrider.MOD			CLASSES:Wicca,Wicca ~ Advanced=1				PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wicca]
Lullaby.MOD				CLASSES:Sorcery,Wizardry=0					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]

###Block: M

# Spell Name					Classes of caster										Components	Multiple Requirements
Mage Armor.MOD					CLASSES:Sorcery,Wizardry=1										PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Mage Hand.MOD					CLASSES:Sorcery,Wizardry,Wizardry ~ Basic=0							PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Magic Circle against Chaos.MOD		CLASSES:Canonry,Canonry ~ Basics,Sorcery,Wizardry=3						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Basic Canonry]
Magic Circle against Evil.MOD			CLASSES:Canonry,Canonry ~ Basics,Sorcery,Wizardry=3						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Basic Canonry]
Magic Circle against Good.MOD			CLASSES:Canonry,Sorcerer,Sorcery,Wizardry=3							PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry]
Magic Circle against Law.MOD			CLASSES:Canonry,Sorcery,Wizardry=3									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry]
Magic Fang.MOD					CLASSES:Wicca,Wicca ~ Advanced=1									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wicca]
Magic Fang (Greater).MOD			CLASSES:Wicca,Wicca ~ Advanced=3									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wicca]
Magic Jar.MOD					CLASSES:Sorcery,Wizardry=5										PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Magic Missile.MOD					CLASSES:Sorcery,Wizardry=1										PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Magic Mouth.MOD					CLASSES:Sorcery,Wizardry=1|Wizardry ~ Basic=2							PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Magic Stone.MOD					CLASSES:Canonry,Wicca ~ Advanced=1									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Canonry,Advanced Wicca]
Magic Vestment.MOD				CLASSES:Canonry=3												PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Canonry]
Magic Weapon.MOD					CLASSES:Canonry,Canonry ~ Basics,Sorcery,Wizardry=1						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Basic Canonry]
Magic Weapon (Greater).MOD			CLASSES:Canonry ~ Basics,Sorcery,Wizardry=3|Canonry=4						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Basic Canonry]
Major Creation.MOD				CLASSES:Sorcery,Wizardry=5										PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Major Image.MOD					CLASSES:Sorcery,Wizardry,Wizardry ~ Basic=3							PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Make Whole.MOD					CLASSES:Canonry=2												PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Canonry]
Mark of Justice.MOD				CLASSES:Canonry ~ Basics=4|Canonry=5								PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Canonry]
Maze.MOD						CLASSES:Sorcery,Wizardry=8										PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Meld into Stone.MOD				CLASSES:Canonry,Wicca ~ Advanced=3									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Canonry,Advanced Wicca]
Melf's Acid Arrow.MOD				CLASSES:Sorcery,Wizardry=2										PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Mending.MOD						CLASSES:Canonry,Sorcery,Wicca ~ Advanced,Wizardry,Wizardry ~ Basic=0			PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Canonry,Advanced Wicca]
Message.MOD						CLASSES:Sorcery,Wizardry,Wizardry ~ Basic=0							PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Meteor Swarm.MOD					CLASSES:Sorcery,Wizardry=9										PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Mind Blank.MOD					CLASSES:Sorcery,Wizardry=8										PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Mind Fog.MOD					CLASSES:Sorcery,Wizardry=5										PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Minor Creation.MOD				CLASSES:Sorcery,Wizardry=4										PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Minor Image.MOD					CLASSES:Sorcery,Wizardry,Wizardry ~ Basic=2							PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Miracle.MOD						CLASSES:Canonry=9												PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Canonry]
Mirage Arcana.MOD					CLASSES:Sorcery,Wizardry=5										PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Mirror Image.MOD					CLASSES:Sorcery,Wizardry,Wizardry ~ Basic=2							PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Misdirection.MOD					CLASSES:Sorcery,Wizardry,Wizardry ~ Basic=2							PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Mislead.MOD						CLASSES:Sorcery,Wizardry=6								COMPS:S
Modify Memory.MOD					CLASSES:Sorcery,Wizardry=4										PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Moment of Prescience.MOD			CLASSES:Sorcery,Wizardry=8										PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Mordenkainen's Disjunction.MOD		CLASSES:Sorcery,Wizardry=9										PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Mordenkainen's Faithful Hound.MOD		CLASSES:Sorcery,Wizardry=5										PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Mordenkainen's Lucubration.MOD		CLASSES:Sorcery,Wizardry=6										PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Mordenkainen's Magnificient Mansion.MOD	CLASSES:Sorcery,Wizardry=7										PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Mordenkainen's Private Sanctum.MOD		CLASSES:Sorcery,Wizardry=5										PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Mordenkainen's Sword.MOD			CLASSES:Sorcery,Wizardry=7										PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Mount.MOD						CLASSES:Sorcery,Wizardry=1										PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Move Earth.MOD					CLASSES:Sorcery,Wicca ~ Advanced,Wizardry=6							PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Wicca]

###Block: NOP

# Spell Name				Classes of caster											Multiple Requirements
Neutralize Poison.MOD			CLASSES:Wicca,Wicca ~ Advanced=3|Canonry,Canonry ~ Basics,Wizardry ~ Basic=4	PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Basic Wicca,Basic Canonry]
Nightmare.MOD				CLASSES:Sorcery,Wizardry=5									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Nondetection.MOD				CLASSES:Sorcerer,Sorcery,Wizardry=3|Wicca=4						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Basic Wicca]
Nystul's Magic Aura.MOD			CLASSES:Sorcery,Wizardry,Wizardry ~ Basic=1						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Obscure Object.MOD			CLASSES:Sorcery,Wizardry=1|Wizardry ~ Basic=2|Canonry=3				PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Canonry]
Obscuring Mist.MOD			CLASSES:Canonry,Sorcery,Wicca ~ Advanced,Wizardry=1					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry,Advanced Wicca]
Open/Close.MOD				CLASSES:Sorcery,Wizardry,Wizardry ~ Basic=0						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Otiluke's Freezing Sphere.MOD		CLASSES:Sorcery,Wizardry=6									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Otiluke's Resilient Sphere.MOD	CLASSES:Sorcery,Wizardry=4									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Otiluke's Telekinetic Sphere.MOD	CLASSES:Sorcery,Wizardry=8									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Otto's Irresistible Dance.MOD		CLASSES:Wizardry ~ Basic=6|Sorcery,Wizardry=8						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Overland Flight.MOD			CLASSES:Sorcery,Wizardry=5									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Owl's Wisdom.MOD				CLASSES:Canonry,Canonry ~ Basics,Sorcery,Wicca,Wicca ~ Advanced,Wizardry=2	PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Basic Wicca,Basic Canonry]
Owl's Wisdom (Mass).MOD			CLASSES:Canonry,Sorcery,Wicca ~ Advanced,Wizardry=6					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry,Advanced Wicca]
Pass without Trace.MOD			CLASSES:Wicca,Wicca ~ Advanced=1								PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wicca]
Passwall.MOD				CLASSES:Sorcery,Wizardry=5									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Permanency.MOD				CLASSES:Sorcery,Wizardry=5									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Permanent Image.MOD			CLASSES:Sorcery,Wizardry=6									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Persistent Image.MOD			CLASSES:Sorcery,Wizardry=5									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Phantasmal Killer.MOD			CLASSES:Sorcery,Wizardry=4									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Phantom Steed.MOD				CLASSES:Sorcery,Wizardry,Wizardry ~ Basic=3						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Phase Door.MOD				CLASSES:Sorcery,Wizardry=7									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Planar Ally.MOD				CLASSES:Canonry=6											PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Canonry]
Planar Ally (Greater).MOD		CLASSES:Canonry=8											PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Canonry]
Planar Ally (Lesser).MOD		CLASSES:Canonry=4											PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Canonry]
Planar Binding.MOD			CLASSES:Sorcery,Wizardry=6									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Planar Binding (Greater).MOD		CLASSES:Sorcery,Wizardry=8									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Planar Binding (Lesser).MOD		CLASSES:Sorcery,Wizardry=5									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Plane Shift.MOD				CLASSES:Canonry=5|Sorcery,Wizardry=7							PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry]
Plant Growth.MOD				CLASSES:Wicca,Wicca ~ Advanced=3								PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wicca]
Poison.MOD					CLASSES:Wicca ~ Advanced=3|Canonry=4							PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Canonry,Advanced Wicca]
Polar Ray.MOD				CLASSES:Sorcery,Wizardry=8									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Polymorph.MOD				CLASSES:Sorcery,Wizardry=4									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Polymorph Any Object.MOD		CLASSES:Sorcery,Wizardry=8									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Power Word Blind.MOD			CLASSES:Sorcery,Wizardry=7									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Power Word Kill.MOD			CLASSES:Sorcery,Wizardry=9									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Power Word Stun.MOD			CLASSES:Sorcery,Wizardry=8									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Prayer.MOD					CLASSES:Canonry,Canonry ~ Basics=3								PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Canonry]
Prestidigitation.MOD			CLASSES:Sorcery,Wizardry,Wizardry ~ Basic=0						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Prismatic Sphere.MOD			CLASSES:Sorcery,Wizardry=9									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Prismatic Spray.MOD			CLASSES:Sorcery,Wizardry=7									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Prismatic Wall.MOD			CLASSES:Sorcery,Wizardry=8									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Produce Flame.MOD				CLASSES:Wicca ~ Advanced=1									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wicca]
Programmed Image.MOD			CLASSES:Sorcery,Wizardry=6									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Project Image.MOD				CLASSES:Wizardry ~ Basic=6|Sorcery,Wizardry=7						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Protection from Arrows.MOD		CLASSES:Sorcery,Wizardry=2									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Protection from Chaos.MOD		CLASSES:Canonry,Canonry ~ Basics,Sorcery,Wizardry=1					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Basic Canonry]
Protection from Energy.MOD		CLASSES:Wicca=2|Canonry,Sorcery,Wicca ~ Advanced,Wizardry=3				PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry,Basic Wicca]
Protection from Evil.MOD		CLASSES:Canonry,Canonry ~ Basics,Sorcery,Wizardry=1					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Basic Canonry]
Protection from Good.MOD		CLASSES:Canonry,Sorcery,Wizardry=1								PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry]
Protection from Law.MOD			CLASSES:Canonry,Sorcery,Wizardry=1								PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry]
Protection from Spells.MOD		CLASSES:Sorcery,Wizardry=8									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Prying Eyes.MOD				CLASSES:Sorcery,Wizardry=5									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Prying Eyes (Greater).MOD		CLASSES:Sorcery,Wizardry=8									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Purify Food and Drink.MOD		CLASSES:Canonry,Wicca ~ Advanced=0								PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Canonry,Advanced Wicca]
Pyrotechnics.MOD				CLASSES:Sorcery,Wizardry,Wizardry ~ Basic=2						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]

###Block: QR

# Spell Name			Classes of caster											Multiple Requirements
Quench.MOD				CLASSES:Wicca ~ Advanced=3									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wicca]
Rage.MOD				CLASSES:Sorcery,Wizardry=3									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Basic Sorcery]
Rainbow Pattern.MOD		CLASSES:Sorcery,Wizardry=4									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Basic Sorcery]
Raise Dead.MOD			CLASSES:Canonry=5											PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Canonry]
Rary's Mnemonic Enhancer.MOD	CLASSES:Sorcery,Wizardry=4									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Rary's Telepathic Bond.MOD	CLASSES:Sorcery,Wizardry=5									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Ray of Enfeeblement.MOD		CLASSES:Sorcery,Wizardry=1									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Ray of Exhaustion.MOD		CLASSES:Sorcery,Wizardry=3									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Ray of Frost.MOD			CLASSES:Sorcery,Wizardry=0									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Read Magic.MOD			CLASSES:Canonry,Sorcery,Wicca ~ Advanced,Wizardry=0|Canonry ~ Basics,Wicca=1	PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Basic Wicca,Basic Canonry]
Reduce Animal.MOD			CLASSES:Wicca ~ Advanced=2|Wicca=3								PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wicca]
Reduce Person.MOD			CLASSES:Sorcery,Wizardry=1									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Reduce Person (Mass).MOD	CLASSES:Sorcery,Wizardry=4									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery]
Refuge.MOD				CLASSES:Canonry=7|Sorcery,Wizardry=9							PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry]
Regenerate.MOD			CLASSES:Canonry=7|Wicca ~ Advanced=9							PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Canonry,Advanced Wicca]
Reincarnate.MOD			CLASSES:Wicca ~ Advanced=4									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wicca]
Remove Blindness/Deafness.MOD	CLASSES:Canonry,Canonry ~ Basics=3								PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Canonry]
Remove Curse.MOD			CLASSES:Canonry,Canonry ~ Basics=3|Sorcery,Wizardry=4					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery]
Remove Disease.MOD		CLASSES:Canonry,Wicca,Wicca ~ Advanced=3							PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Canonry,Basic Wicca]
Remove Fear.MOD			CLASSES:Canonry,Wizardry=1									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Canonry]
Remove Paralysis.MOD		CLASSES:Canonry,Canonry ~ Basics=2								PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Canonry]
Repel Metal or Stone.MOD	CLASSES:Wicca ~ Advanced=8									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wicca]
Repel Vermin.MOD			CLASSES:Wicca=3|Canonry,Wicca ~ Advanced,Wizardry=4					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Canonry,Basic Wicca]
Repel Wood.MOD			CLASSES:Wicca ~ Advanced=6									PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wicca]
Repulsion.MOD			CLASSES:Sorcery,Wizardry=6|Canonry=7							PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Canonry,Basic Wicca]
Resist Energy.MOD			CLASSES:Wicca=1|Canonry,Canonry ~ Basics,Sorcery,Wicca ~ Advanced,Wizardry=2	PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Wicca,Basic Canonry]
Resistance.MOD			CLASSES:Canonry,Sorcery,Wicca ~ Advanced,Wizardry=0|Canonry ~ Basics=1		PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Wizardry,Basic Sorcery,Advanced Wicca,Basic Canonry]
Restoration.MOD			CLASSES:Canonry,Canonry ~ Basics=4								PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Basic Canonry]
Restoration (Greater).MOD	CLASSES:Canonry=7											PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Canonry]
Restoration (Lesser).MOD	CLASSES:Canonry ~ Basics=1|Canonry,Wicca ~ Advanced=2					PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wicca,Basic Canonry]
Resurrection.MOD			CLASSES:Canonry=7											PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Canonry]
Reverse Gravity.MOD		CLASSES:Sorcery,Wizardry=7|Wicca ~ Advanced=8						PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Wizardry,Advanced Sorcery,Advanced Wicca]
Righteous Might.MOD		CLASSES:Canonry=5											PREMULT:1,[!PRECLASS:1,Classless=1],[PREFEAT:1,Advanced Canonry]
